doi,title,abstract,author,published,container_title,type,subject,is_referenced_by_count,url,publisher,language,database,string_id,query_bibliographic
10.1080/24705314.2019.1692167,Seismic damage assessment and prediction using artificial neural network of RC building considering irregularities,,Pritam Hait; Arjun Sil; Satyabrata Choudhury,2020-1-2,Journal of Structural Integrity and Maintenance,journal-article,,26,https://doi.org/10.1080/24705314.2019.1692167,Informa UK Limited,en,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.1007/978-1-4842-7368-5_6,Neural Network Prediction Outside of the Training Range,,Igor Livshin,2022,Artificial Neural Networks with Java,book-chapter,,0,https://doi.org/10.1007/978-1-4842-7368-5_6,Apress,en,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.18178/ijeee.8.2.36-39,Building Energy Consumption Prediction with Principal Component Analysis and Artificial Neural Network,"<jats:p>The implementation of the smart grid will greatly improve the efficiency of energy supply by detecting, predicting, and reacting to real-time local changes of energy uses. To this end, energy usage prediction of household buildings is critically important to facilitate the implementation of smart grid. This study used a single house as a prototype, employed different observed features, advanced data analysis approach, and artificial neural network model to predict real-time dynamics of house energy usage. Data analysis revealed that among the 26 observed features, only the top ten most important features were helpful and could maximize the neural network model performance. The resultant model has the great predictive capability on energy usage, thus provided a promising framework to improve the smart grid implementation.</jats:p>",Mengxuan Sun; Jinglin Zhao; Heidan Shang,2020-6,International Journal of Electronics and Electrical Engineering,journal-article,,0,https://doi.org/10.18178/ijeee.8.2.36-39,EJournal Publishing,,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.1109/ic2ecs57645.2022.10087995,Research on Operation and Maintenance Cost Prediction Method of Power Grid Enterprises Based on Improving BP Neural Network,,Xiaoyong Yang; Fuyan Liu; Qi Ying; Xuebin Jiang,2022-12-16,2022 2nd International Conference on Electrical Engineering and Control Science (IC2ECS),proceedings-article,,0,https://doi.org/10.1109/ic2ecs57645.2022.10087995,IEEE,,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.1016/j.apenergy.2020.115862,"Artificial neural network structure optimisation for accurately prediction of exergy, comfort and life cycle cost performance of a low energy building",,Iván García Kerdan; David Morillón Gálvez,2020-12,Applied Energy,journal-article,,46,https://doi.org/10.1016/j.apenergy.2020.115862,Elsevier BV,en,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.3390/encyclopedia5040181,Enhancing Cost Prediction and Estimation Techniques for Sustainable Building Maintenance and Future Development,"<jats:p>Building maintenance is crucial, yet predicting financial resources for it remains challenging, particularly during the design and construction phases. This research aims to analyze and synthesize existing studies on maintenance cost estimation, with a focus on identifying key trends, methodologies, and sustainability considerations. The review finds that most studies emphasize educational and office buildings, while limited attention has been given to infrastructure such as bridges and roads. Moreover, growing attention is being directed toward early-stage maintenance cost estimation and integrating sustainability principles into cost prediction models. The findings underscore that incorporating sustainability factors in maintenance planning enhances long-term performance, reduces lifecycle costs, and supports future-ready building management. The study concludes by highlighting the need for more comprehensive, sustainability-oriented frameworks to improve the accuracy and applicability of maintenance cost estimation in the built environment.</jats:p>",Dino Obradović; Hana Begić Juričić; Hrvoje Krstić,2025-10-28,Encyclopedia,journal-article,,0,https://doi.org/10.3390/encyclopedia5040181,MDPI AG,en,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.1108/jedt-06-2012-0026,A computer-based cost prediction model for institutional building projects in Nigeria,"<jats:sec>
               <jats:title content-type=""abstract-heading"">Purpose</jats:title>
               <jats:p> – The purpose of this study was develop a computer-based cost prediction model for institutional building projects in Nigeria through the use of artificial neural network (ANN) technique. The back-propagation network learns by example and provides good prediction to novel cases. </jats:p>
            </jats:sec>
            <jats:sec>
               <jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>
               <jats:p> – The input variables were derived from related works with modification and advices from professionals through a field survey. Two hundred and sixty completed project data were used for training and development of the ANN model. Back-propagation algorithm using the gradient descent delta learning rule with a learning coefficient of 0.4 was used. The input layer of the model comprised of nine variables; building height, compactness of building, construction duration, external wall area, gross floor area, number of floors, proportion of opening on external walls, location index and time index. </jats:p>
            </jats:sec>
            <jats:sec>
               <jats:title content-type=""abstract-heading"">Findings</jats:title>
               <jats:p> – Several multi-layer perceptron networks were developed with varying architecture from which the network 9-7-5-1 was selected. The performance of the model over the validation sample revealed that the model has a mean absolute per cent error of 5.4 per cent and average error of prediction of −2.5 per cent over the sample. The ANN model was considered to be effective for construction cost prediction. </jats:p>
            </jats:sec>
            <jats:sec>
               <jats:title content-type=""abstract-heading"">Research limitations/implications</jats:title>
               <jats:p> – The model may not be suitable for other building types because of the uniqueness of such facility even though significant difference is not anticipated for buildings such as commercial and residential. The models were evaluated based on the prediction errors; other means of evaluation were not used. </jats:p>
            </jats:sec>
            <jats:sec>
               <jats:title content-type=""abstract-heading"">Originality/value</jats:title>
               <jats:p> – The study thus provides a simple, yet effective means of predicting construction costs of institutional building projects in Nigeria using an ANN model.</jats:p>
            </jats:sec>",Kabir Bala; Shehu Ahmad Bustani; Baba Shehu Waziri,2014-9-30,"Journal of Engineering, Design and Technology",journal-article,,19,https://doi.org/10.1108/jedt-06-2012-0026,Emerald,en,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.17762/jfcr.vi.45,Application of Artificial Neural Network in Green Building Project Cost Budget,"<jats:p>Construction cost budget is very important for enterprises, and its accuracy directly affects the profit rate of construction enterprises. An important factor affecting the accuracy of construction cost is the price fluctuation of building materials. In this paper, taking construction engineering and building materials as an example, fuzzy control and artificial neural network are used to predict the price of building materials. The results show that: artificial neural network can effectively predict the future price trend of building materials. Thus, the prediction method can provide the price trend of building materials for the project cost budget, and improve the accuracy of the cost budget.</jats:p>","Zhang Yueyue, Chen Xiaohong",2021-2-28,Forest Chemicals Review,journal-article,,0,https://doi.org/10.17762/jfcr.vi.45,"Auricle Technologies, Pvt., Ltd.",,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.7836/kses.2021.41.5.025,The Prediction of Maximum Power Point Base on Artificial Neural Network for Maintenance of Building Applied Photovoltaic System,,Hyomun Lee; Dongsu Kim; Jongho Yoon,2021-10-1,Journal of the Korean Solar Energy Society,journal-article,,0,https://doi.org/10.7836/kses.2021.41.5.025,The Korean Solar Energy Society,en,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.1007/s42107-022-00474-4,Prediction of cost and duration of building construction using artificial neural network,,Jesam Abam Ujong; Elvis Michael Mbadike; George Uwadiegwu Alaneme,2022-11,Asian Journal of Civil Engineering,journal-article,,61,https://doi.org/10.1007/s42107-022-00474-4,Springer Science and Business Media LLC,en,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.24874/qf.25.073,IMPROVING QUALITY MAINTENANCE THROUGH NEURAL NETWORK-BASED MACHINE FAILURE PREDICTION,,Milica Tufegdzic; Aleksandar Miskovic; Vladan Colic; Marija Mojsilovic,2025,Quality Festival 2025,proceedings-article,,0,https://doi.org/10.24874/qf.25.073,"Faculty of Engineering, University of Kragujevac, Serbia",,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.15276/opu.2.46.2015.20,Software failures prediction using RBF neural network,,; V.S. Yakovyna,2015-6-15,Odes’kyi Politechnichnyi Universytet. Pratsi,journal-article,,3,https://doi.org/10.15276/opu.2.46.2015.20,Odessa Polytechnic National University,,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.21203/rs.3.rs-3602749/v1,BP neural network construction cost prediction model based on different optimization algorithms,"<title>Abstract</title>
        <p>Aiming at the complexity of prefabricated construction project input cost estimation and the subjectivity and limitation of manual estimation, a method of cost prediction based on BP neural network is proposed. In this paper, 144 sets of assembled engineering data are selected and collected. By using the mapping relationship between construction cost and 11 cost impact indicators, the prediction results are compared and analyzed after training and prediction. The results show that BP neural network can effectively predict cost, but the convergence is slow and the fitting effect is not good. In this paper, three algorithms, Adam, SGD and Adadelta, are proposed to optimize the BP neural network respectively, and the prediction results are compared and analyzed. The maximum error of SGD-BP neural network prediction model is 6.56% and the minimum error is 0.91%, the maximum error of Adadelta-BP neural network prediction model is 17.10% and the minimum error is 0.82%, the Adam-BP neural network prediction model has a maximum error of 3.89% and a minimum error of 0.11%. From the error analysis, it can be seen that the prediction results of Adam-BP neural network prediction model are more accurate, with good generalization effect, providing more accurate assembly building construction cost reference data for decision makers to judge the feasibility of the project.</p>",Qian Liu; Shujuan Yang; Dehu Yu; Tongtong Gai,2024-6-13,,posted-content,,0,https://doi.org/10.21203/rs.3.rs-3602749/v1,Springer Science and Business Media LLC,,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
